"label","cleaned_text"
"fraud","sunshine quiz! win a super sony dvd recorder if you canname the capital of australia? text mquiz to 82277. b"
"normal","ü called dad oredi..."
"normal","good. do you think you could send me some pix? i would love to see your top and bottom..."
"normal","nevermind... i am going to wear my sport shoes anyway... i am going to be late leh."
"normal","sorry, i will call later in meeting."
"normal","this is a long fuckin showr"
"normal","received, understood n acted upon!"
"normal","they finally came to fix the ceiling."
"normal","you need my presnts always bcz you cannot mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'that mns prabha is'love' got it. do not mis me...."
"normal","jus finish blowing my hair. you finish dinner already?"
"normal","i am on the bus. love you"
"normal","lol ... i knew that .... i saw him in the dollar store"
"fraud","please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!"
"fraud","todays voda numbers ending with 7634 are selected to receive a £350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
"normal","only saturday and sunday holiday so its very difficult:)"
"normal","everybody had fun this evening. miss you."
"normal","got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
"normal","i am in a meeting, call me later at"
"normal","oh wow that is gay. will firmware update help"
"normal","these will not do. have to move on to morphine"
"normal","how come i din c ü... yup i cut my hair..."
"normal","k k pa had your lunch aha."
"normal","oh ho. is this the first time you use these type of words"
"normal","captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"normal","of course. i guess god's just got me on hold right now."
"normal","do you hide anythiing or keeping distance from me"
"normal","have not."
"fraud","you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3"
"normal","sorry i din lock my keypad."
"normal","did you got that persons story"
"normal","are you planning to come chennai?"
"fraud","we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705"
"normal","god created gap btwn your fingers so dat sum1 vry special will fill those gaps by holding your hands.. now please do not ask y he created so much gap between legs !!!"
"normal","we are okay. going to sleep now. later"
"normal","please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody."
"normal","finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to ""drink"". . . but do not ""drive """
"fraud","a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611 "
"normal","where are e meeting tomorrow?"
"normal","lol yes. but it will add some spice to your day."
"normal","hope you are having a great day."
"normal","our prasanth ettans mother passed away last night. just pray for her and family."
"normal","k, i will work something out"
"fraud","private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04"
"normal","this message is from a great doctor in india:-): 1) do not drink appy fizz. it contains cancer causing age"
"normal","i cannot pick the phone right now. please send a message"
"normal","you call him and tell now infront of them. call him now."
"normal","ok no prob..."
"normal","ladies first and genus second k ."
"normal","no. yes please. been swimming?"
"normal","mum not going robinson already."
"normal","ok set let you noe e details later..."
"normal","not..tel software name.."
"normal","i send the print  outs da."
"normal","i am realy soz imat my mums 2nite what about 2moro "
"normal","when i was born, god said, ""oh no! another idiot"". when you were born, god said, ""oh no! competition"". who knew, one day these two will become freinds forever!"
"normal","i did not get your full message..sometext is missing, send it again"
"normal","probably not, i am almost out of gas and i get some cash tomorrow"
"fraud","customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. ref:9280114"
"normal","i forgot 2 ask ü all smth.. there is a card on da present lei... how? ü all want 2 write smth or sign on it?"
"normal","i am leaving my house now."
"fraud","hi babe its chloe, how are you? i was smashed on saturday night, it was great! how was your weekend? you been missing me? sp visionsms.com text stop to stop 150p/text"
"normal","ü ready then call me..."
"normal","wewa is 130. iriver 255. all 128 mb."
"normal","it is a good thing i am now getting the connection to bw"
"normal","sry da..jst nw only i came to home.."
"normal","that is cool he will be here all night, let me know when you are around"
"normal","are you staying in town ?"
"normal","haha yeah, 2 oz is kind of a shitload"
"normal","ok you can take me shopping when you get paid =d"
"normal","my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-).."
"normal","alright we will bring it to you, see you in like  &lt;#&gt;  mins"
"normal","but please do not play in others life."
"normal","eatin my lunch..."
"normal","hmmm.but you should give it on one day.."
"normal","did not try, g and i decided not to head out"
"normal","ok no prob"
"normal","surly ill give it to you:-) while coming to review."
"normal","by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how is work and the ladies"
"normal","tessy..please do me a favor. please convey my birthday wishes to nimya..please dnt forget it. today is her birthday shijas"
"normal","please give her the food preferably pap very slowly with loads of sugar. you can take up to an hour to give it. and then some water. very very slowly."
"fraud","urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu"
"normal","a guy who gets used but is too dumb to realize it."
"normal","okey dokey, i‘ll be over in a bit just sorting some stuff out."
"normal","don no da:)what is you plan?"
"normal","yes fine "
"fraud","win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on your mobile or visit www.win-82050.co.uk"
"normal","i liked the new mobile"
"normal","anytime..."
"normal","mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... i fucking love you so much i can barely stand it ..."
"normal","yar but they say got some error."
"normal","hey anyway i have to :-)"
"normal","wow so healthy. old airport rd lor. cannot thk of anything else. but i will b bathing my dog later."
"normal","wif my family booking tour package."
"normal","did you say bold, then torch later. or one torch and 2bold?"
"normal","haha awesome, i might need to take you up on that, what you doin tonight?"
"normal","you i knw you vl giv..its ok thanks kano..anyway enjoy wit your family wit 1st salary..:-);-)"
